TITLE = "Visualization of the volumetric solution"
VARIABLES = "x""y""Density"
ZONE NODES= 22020, ELEMENTS= 26664, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
1.098913e-02	-2.568135e-02	1.901518e+00
1.547435e-02	-2.609169e-02	1.901518e+00
1.488134e-02	-2.249447e-02	1.901518e+00
1.763701e-02	-2.405024e-02	1.901518e+00
1.098913e-02	-2.230547e-02	1.901518e+00
1.886974e-02	-2.647651e-02	1.901518e+00
1.868221e-02	-2.144912e-02	1.901518e+00
1.369294e-02	-1.966461e-02	1.901518e+00
1.689792e-02	-1.830951e-02	1.901518e+00
2.050437e-02	-2.402695e-02	1.901518e+00
1.098913e-02	-1.869088e-02	1.901518e+00
2.192327e-02	-2.656812e-02	1.901518e+00
2.091609e-02	-1.851193e-02	1.901518e+00
2.225688e-02	-2.149119e-02	1.901518e+00
1.387178e-02	-1.645178e-02	1.901518e+00
2.007223e-02	-1.491965e-02	1.901518e+00
2.360131e-02	-2.414434e-02	1.901518e+00
1.657932e-02	-1.376904e-02	1.901518e+00
1.098913e-02	-1.479875e-02	1.901518e+00
2.484969e-02	-2.665250e-02	1.901518e+00
2.343827e-02	-1.593604e-02	1.901518e+00
2.434021e-02	-1.905531e-02	1.901518e+00
2.543339e-02	-2.181522e-02	1.901518e+00
1.351702e-02	-1.284598e-02	1.901518e+00
2.298497e-02	-1.227693e-02	1.901518e+00
1.971492e-02	-1.064071e-02	1.901518e+00
2.655860e-02	-2.435755e-02	1.901518e+00
1.505883e-02	-9.219454e-03	1.901518e+00
1.098913e-02	-1.068062e-02	1.901518e+00
2.767554e-02	-2.675927e-02	1.901518e+00
2.584490e-02	-1.397937e-02	1.901518e+00
2.653952e-02	-1.690227e-02	1.901518e+00
2.741011e-02	-1.965285e-02	1.901518e+00
2.837854e-02	-2.221741e-02	1.901518e+00
2.365004e-02	-8.139037e-03	1.901518e+00
2.540559e-02	-1.115292e-02	1.901518e+00
1.896781e-02	-6.658734e-03	1.901518e+00
2.938251e-02	-2.463168e-02	1.901518e+00
1.098913e-02	-6.524131e-03	1.901518e+00
3.039574e-02	-2.689556e-02	1.901518e+00
2.800831e-02	-1.236785e-02	1.901518e+00
2.867623e-02	-1.503358e-02	1.901518e+00
2.942975e-02	-1.767843e-02	1.901518e+00
1.479549e-02	-4.751226e-03	1.901518e+00
3.026970e-02	-2.022815e-02	1.901518e+00
3.116675e-02	-2.266541e-02	1.901518e+00
2.715141e-02	-9.764742e-03	1.901518e+00
2.186689e-02	-4.049808e-03	1.901518e+00
1.810251e-02	-2.498364e-03	1.901518e+00
3.208249e-02	-2.497837e-02	1.901518e+00
1.442291e-02	-3.732147e-04	1.901518e+00
1.098913e-02	-2.300759e-03	1.901518e+00
3.297275e-02	-2.709400e-02	1.901518e+00
2.705735e-02	-7.825369e-03	1.901518e+00
2.512374e-02	-4.344133e-03	1.901518e+00
3.071545e-02	-1.331443e-02	1.901518e+00
3.002826e-02	-1.080804e-02	1.901518e+00
3.141605e-02	-1.585116e-02	1.901518e+00
3.217434e-02	-1.835744e-02	1.901518e+00
3.298803e-02	-2.080813e-02	1.901518e+00
3.383737e-02	-2.319620e-02	1.901518e+00
2.647644e-02	-6.169400e-03	1.901518e+00
2.948005e-02	-8.463133e-03	1.901518e+00
2.416213e-02	-1.143311e-03	1.901518e+00
2.095362e-02	-9.509620e-05	1.901518e+00
1.759747e-02	1.772794e-03	1.901518e+00
3.467273e-02	-2.549622e-02	1.901518e+00
1.098913e-02	1.846082e-03	1.901518e+00
3.521604e-02	-2.741348e-02	1.901518e+00
2.893336e-02	-6.313039e-03	1.901518e+00
2.716019e-02	-1.642010e-03	1.901518e+00
2.808970e-02	-4.161422e-03	1.901518e+00
3.335588e-02	-1.409047e-02	1.901518e+00
3.268376e-02	-1.162047e-02	1.901518e+00
3.205682e-02	-9.187984e-03	1.901518e+00
3.406320e-02	-1.655607e-02	1.901518e+00
3.481830e-02	-1.899856e-02	1.901518e+00
1.438002e-02	3.631080e-03	1.901518e+00
3.562170e-02	-2.142436e-02	1.901518e+00
3.647820e-02	-2.388151e-02	1.901518e+00
3.143583e-02	-6.830692e-03	1.901518e+00
2.638215e-02	1.249327e-03	1.901518e+00
2.345216e-02	2.115144e-03	1.901518e+00
2.040487e-02	3.447624e-03	1.901518e+00
1.761674e-02	5.652498e-03	1.901518e+00
3.743321e-02	-2.661046e-02	1.901518e+00
1.098913e-02	5.758710e-03	1.901518e+00
3.074094e-02	-4.504526e-03	1.901518e+00
2.996501e-02	-2.071554e-03	1.901518e+00
2.919884e-02	5.511490e-04	1.901518e+00
3.524962e-02	-1.233672e-02	1.901518e+00
3.592613e-02	-1.477978e-02	1.901518e+00
3.459897e-02	-9.892776e-03	1.901518e+00
3.395471e-02	-7.469039e-03	1.901518e+00
3.663748e-02	-1.720912e-02	1.901518e+00
3.739025e-02	-1.962626e-02	1.901518e+00
1.424548e-02	7.412819e-03	1.901518e+00
3.819030e-02	-2.205282e-02	1.901518e+00
3.907015e-02	-2.453605e-02	1.901518e+00
3.328682e-02	-5.062456e-03	1.901518e+00
2.572959e-02	4.227579e-03	1.901518e+00
2.851071e-02	3.376146e-03	1.901518e+00
2.290793e-02	5.142731e-03	1.901518e+00
2.048834e-02	5.957687e-03	1.901518e+00
1.709810e-02	9.581780e-03	1.901518e+00
4.017030e-02	-2.690702e-02	1.901518e+00
1.098913e-02	9.349668e-03	1.901518e+00
3.258646e-02	-2.630084e-03	1.901518e+00
3.187704e-02	-1.183273e-04	1.901518e+00
3.120152e-02	2.519699e-03	1.901518e+00
1.954697e-02	7.907349e-03	1.901518e+00
3.776063e-02	-1.300320e-02	1.901518e+00
3.709893e-02	-1.056856e-02	1.901518e+00
3.844400e-02	-1.542743e-02	1.901518e+00
3.644532e-02	-8.132933e-03	1.901518e+00
3.578450e-02	-5.701074e-03	1.901518e+00
3.915712e-02	-1.783906e-02	1.901518e+00
3.990421e-02	-2.024750e-02	1.901518e+00
1.371955e-02	1.042761e-02	1.901518e+00
4.069221e-02	-2.267131e-02	1.901518e+00
4.153240e-02	-2.507522e-02	1.901518e+00
3.511122e-02	-3.263950e-03	1.901518e+00
2.498441e-02	7.219373e-03	1.901518e+00
2.790932e-02	6.287168e-03	1.901518e+00
3.057999e-02	5.356112e-03	1.901518e+00
2.216295e-02	7.895208e-03	1.901518e+00
2.066979e-02	1.027516e-02	1.901518e+00
1.524010e-02	1.284685e-02	1.901518e+00
4.236782e-02	-2.719710e-02	1.901518e+00
1.098913e-02	1.260999e-02	1.901518e+00
3.443634e-02	-8.014209e-04	1.901518e+00
3.378076e-02	1.711902e-03	1.901518e+00
3.316589e-02	4.291030e-03	1.901518e+00
4.023736e-02	-1.364356e-02	1.901518e+00
